harvest_id,farmer_id,product_id,planting_date,harvest_date,quantity_kg,quality_assessment,post_harvest_loss_pct,storage_method,season,loaded_at
HRV0003041,FMR001511,PRD0078,2024-12-12,2025-03-02,20445.95,B,11.47,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003042,FMR001511,PRD0078,2025-05-02,2025-07-24,23970.4,B,18.73,Open Air,2024-A,2025-12-06 15:51:42
HRV0003043,FMR001512,PRD0073,2024-12-06,2025-05-09,1970.7,A,28.04,Silo,2023-B,2025-12-06 15:51:42
HRV0003044,FMR001512,PRD0073,2024-12-09,2025-04-29,2702.95,A,23.26,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003045,FMR001512,PRD0073,2024-07-17,2024-12-16,2173.57,A,9.33,Silo,2023-A,2025-12-06 15:51:42
HRV0003046,FMR001513,PRD0058,2024-12-28,2025-04-13,595.07,B,8.73,Silo,2023-B,2025-12-06 15:51:42
HRV0003047,FMR001513,PRD0058,2024-11-22,2025-03-11,298.82,B,21.73,Open Air,2023-B,2025-12-06 15:51:42
HRV0003048,FMR001514,PRD0073,2025-02-21,2025-07-27,469.4,A,27.82,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003049,FMR001514,PRD0073,2024-08-19,2025-01-16,600.93,A,14.66,Open Air,2024-A,2025-12-06 15:51:42
HRV0003050,FMR001515,PRD0064,2024-11-11,2025-02-21,9583.51,B,9.08,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003051,FMR001515,PRD0064,2024-10-20,2025-02-01,4011.52,A,10.66,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003052,FMR001515,PRD0064,2025-03-29,2025-07-18,4082.83,B,24.9,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003053,FMR001516,PRD0068,2024-05-19,2025-05-12,1122.62,A,18.71,Open Air,2023-A,2025-12-06 15:51:42
HRV0003054,FMR001517,PRD0095,2025-07-21,2025-11-01,714.22,C,16.63,Silo,2023-B,2025-12-06 15:51:42
HRV0003055,FMR001518,PRD0083,2025-06-12,2025-08-27,308.72,B,18.14,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003056,FMR001518,PRD0083,2024-11-21,2025-02-09,1085.67,B,25.96,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003057,FMR001518,PRD0083,2025-09-17,2025-11-26,1274.66,C,10.13,Silo,2023-A,2025-12-06 15:51:42
HRV0003058,FMR001519,PRD0087,2025-03-13,2025-09-15,3665.34,B,7.25,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003059,FMR001519,PRD0087,2024-11-18,2025-05-17,5498.31,A,16.6,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003060,FMR001519,PRD0087,2024-10-26,2025-04-26,6124.07,C,25.44,Open Air,2024-A,2025-12-06 15:51:42
HRV0003061,FMR001520,PRD0087,2024-11-18,2025-05-08,3588.57,B,17.87,Open Air,2023-B,2025-12-06 15:51:42
HRV0003062,FMR001520,PRD0087,2024-07-31,2025-01-24,5242.93,B,11.36,Silo,2024-A,2025-12-06 15:51:42
HRV0003063,FMR001520,PRD0087,2025-03-04,2025-08-24,6204.94,A,13.95,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003064,FMR001521,PRD0095,2025-05-03,2025-08-08,2171.33,A,13.02,Silo,2024-A,2025-12-06 15:51:42
HRV0003065,FMR001521,PRD0095,2025-04-09,2025-07-19,757.55,A,26.74,Silo,2023-A,2025-12-06 15:51:42
HRV0003066,FMR001521,PRD0095,2025-02-17,2025-06-02,695.09,A,10.83,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003067,FMR001522,PRD0097,2025-01-26,2025-06-08,2335.2,B,13.01,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003068,FMR001522,PRD0097,2024-12-11,2025-04-25,1573.8,C,24.51,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003069,FMR001523,PRD0075,2022-04-04,2025-04-13,940.61,B,19.57,Open Air,2024-A,2025-12-06 15:51:42
HRV0003070,FMR001523,PRD0075,2022-01-19,2025-01-22,315.48,B,25.86,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003071,FMR001524,PRD0060,2025-04-07,2025-06-20,7136.98,B,10.16,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003072,FMR001524,PRD0060,2025-03-29,2025-06-07,9223.35,C,11.13,Open Air,2023-B,2025-12-06 15:51:42
HRV0003073,FMR001525,PRD0097,2025-01-04,2025-05-28,2315.48,A,18.62,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003074,FMR001526,PRD0078,2025-08-21,2025-11-21,5103.93,B,23.61,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003075,FMR001527,PRD0076,2022-07-13,2025-07-10,686.45,C,18.6,Silo,2023-A,2025-12-06 15:51:42
HRV0003076,FMR001527,PRD0076,2021-12-21,2024-12-06,2701.19,C,23.35,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003077,FMR001527,PRD0076,2022-08-15,2025-08-03,1934.41,A,14.3,Silo,2024-A,2025-12-06 15:51:42
HRV0003078,FMR001528,PRD0082,2024-10-15,2025-01-03,487.29,B,11.39,Open Air,2023-A,2025-12-06 15:51:42
HRV0003079,FMR001528,PRD0082,2025-03-05,2025-05-24,338.16,C,22.15,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003080,FMR001528,PRD0082,2024-12-30,2025-04-01,568.46,B,9.16,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003081,FMR001529,PRD0074,2025-06-19,2025-10-11,12416.14,A,23.78,Silo,2023-B,2025-12-06 15:51:42
HRV0003082,FMR001529,PRD0074,2024-08-25,2024-12-26,22478.42,A,27.18,Silo,2023-B,2025-12-06 15:51:42
HRV0003083,FMR001529,PRD0074,2024-10-18,2025-02-20,18072.8,B,12.61,Open Air,2023-A,2025-12-06 15:51:42
HRV0003084,FMR001530,PRD0064,2024-10-03,2025-01-17,1040.29,A,24.69,Open Air,2023-B,2025-12-06 15:51:42
HRV0003085,FMR001531,PRD0070,2024-10-29,2025-11-08,1215.24,B,23.35,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003086,FMR001532,PRD0066,2025-01-30,2025-04-30,449.49,B,29.46,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003087,FMR001532,PRD0066,2025-06-30,2025-09-24,223.58,B,23.09,Silo,2023-B,2025-12-06 15:51:42
HRV0003088,FMR001532,PRD0066,2024-12-19,2025-03-17,530.02,C,13.66,Open Air,2023-A,2025-12-06 15:51:42
HRV0003089,FMR001533,PRD0086,2023-08-04,2025-07-28,2898.56,A,12.05,Silo,2024-A,2025-12-06 15:51:42
HRV0003090,FMR001533,PRD0086,2023-03-30,2025-04-04,1395.59,A,18.91,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003091,FMR001534,PRD0098,2024-11-16,2025-03-21,6701.64,A,16.14,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003092,FMR001534,PRD0098,2025-03-21,2025-07-17,5126.99,A,9.05,Open Air,2024-A,2025-12-06 15:51:42
HRV0003093,FMR001535,PRD0095,2025-03-30,2025-07-08,2275.53,C,23.49,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003094,FMR001535,PRD0095,2025-01-17,2025-05-03,670.54,A,12.25,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003095,FMR001536,PRD0087,2025-03-15,2025-09-17,14169.3,B,10.46,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003096,FMR001536,PRD0087,2025-05-26,2025-11-22,11779.12,A,28.56,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003097,FMR001536,PRD0087,2025-01-03,2025-07-04,8215.09,B,22.21,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003098,FMR001537,PRD0097,2025-02-16,2025-07-10,569.91,B,6.33,Silo,2023-A,2025-12-06 15:51:42
HRV0003099,FMR001537,PRD0097,2025-02-17,2025-07-11,2016.67,A,11.65,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003100,FMR001538,PRD0098,2024-10-27,2025-03-09,642.2,A,27.07,Silo,2023-A,2025-12-06 15:51:42
HRV0003101,FMR001538,PRD0098,2025-06-26,2025-10-23,305.93,A,5.81,Silo,2024-A,2025-12-06 15:51:42
HRV0003102,FMR001538,PRD0098,2025-06-18,2025-10-18,372.71,B,22.29,Silo,2023-B,2025-12-06 15:51:42
HRV0003103,FMR001539,PRD0078,2025-05-20,2025-08-18,679.6,C,26.0,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003104,FMR001539,PRD0078,2025-09-09,2025-11-22,1007.88,A,10.51,Silo,2023-B,2025-12-06 15:51:42
HRV0003105,FMR001539,PRD0078,2025-04-19,2025-07-14,520.33,C,29.14,Open Air,2024-A,2025-12-06 15:51:42
HRV0003106,FMR001540,PRD0079,2025-01-27,2025-04-05,1011.95,A,20.93,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003107,FMR001541,PRD0095,2025-02-06,2025-05-09,4980.79,C,19.43,Silo,2024-A,2025-12-06 15:51:42
HRV0003108,FMR001541,PRD0095,2025-06-03,2025-09-01,3950.11,B,26.52,Open Air,2024-A,2025-12-06 15:51:42
HRV0003109,FMR001541,PRD0095,2025-07-31,2025-10-28,6904.33,B,5.2,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003110,FMR001542,PRD0095,2024-12-12,2025-03-15,1160.97,C,19.72,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003111,FMR001542,PRD0095,2024-08-26,2024-12-06,1090.3,B,17.39,Silo,2023-A,2025-12-06 15:51:42
HRV0003112,FMR001543,PRD0075,2022-08-13,2025-08-21,952.72,C,26.63,Open Air,2023-A,2025-12-06 15:51:42
HRV0003113,FMR001544,PRD0100,2025-01-25,2025-04-23,3862.12,A,7.94,Silo,2023-B,2025-12-06 15:51:42
HRV0003114,FMR001544,PRD0100,2025-07-10,2025-10-11,1345.47,B,10.21,Silo,2023-A,2025-12-06 15:51:42
HRV0003115,FMR001545,PRD0064,2025-02-26,2025-06-05,1263.87,B,26.27,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003116,FMR001545,PRD0064,2025-02-28,2025-06-08,2092.53,C,26.28,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003117,FMR001546,PRD0058,2025-06-06,2025-09-26,1453.57,A,21.6,Silo,2023-A,2025-12-06 15:51:42
HRV0003118,FMR001546,PRD0058,2024-08-22,2024-12-23,1587.28,C,23.24,Open Air,2023-A,2025-12-06 15:51:42
HRV0003119,FMR001547,PRD0095,2025-01-12,2025-04-22,2502.03,C,6.17,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003120,FMR001548,PRD0098,2024-08-03,2024-12-10,858.88,B,8.8,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003121,FMR001548,PRD0098,2025-02-03,2025-06-13,939.0,A,29.64,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003122,FMR001549,PRD0074,2025-05-06,2025-09-04,2230.48,C,27.92,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003123,FMR001549,PRD0074,2025-06-16,2025-10-22,3601.37,A,21.08,Open Air,2024-A,2025-12-06 15:51:42
HRV0003124,FMR001549,PRD0074,2025-01-06,2025-05-07,2201.98,B,27.87,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003125,FMR001550,PRD0064,2025-06-19,2025-09-28,1770.38,B,10.45,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003126,FMR001550,PRD0064,2025-06-01,2025-09-12,1555.09,A,19.96,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003127,FMR001550,PRD0064,2024-11-05,2025-02-12,372.52,B,24.98,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003128,FMR001551,PRD0088,2024-07-23,2025-04-24,2623.4,C,15.79,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003129,FMR001552,PRD0095,2025-01-24,2025-05-07,33589.94,B,21.31,Open Air,2023-B,2025-12-06 15:51:42
HRV0003130,FMR001552,PRD0095,2025-04-09,2025-07-05,33092.05,B,25.7,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003131,FMR001553,PRD0070,2024-03-17,2025-03-29,718.68,C,9.27,Open Air,2023-B,2025-12-06 15:51:42
HRV0003132,FMR001553,PRD0070,2024-05-26,2025-05-21,628.68,A,24.32,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003133,FMR001554,PRD0074,2025-04-21,2025-08-29,8840.32,A,5.12,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003134,FMR001554,PRD0074,2024-12-12,2025-04-21,3870.49,A,8.99,Open Air,2023-B,2025-12-06 15:51:42
HRV0003135,FMR001555,PRD0100,2024-09-05,2024-12-13,7606.67,B,25.71,Silo,2023-A,2025-12-06 15:51:42
HRV0003136,FMR001555,PRD0100,2025-03-10,2025-06-14,10428.67,B,28.42,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003137,FMR001555,PRD0100,2025-01-23,2025-04-30,8807.97,A,29.48,Open Air,2023-B,2025-12-06 15:51:42
HRV0003138,FMR001556,PRD0070,2024-11-24,2025-11-21,3009.92,C,24.21,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003139,FMR001557,PRD0064,2024-10-16,2025-02-05,5282.5,A,9.71,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003140,FMR001557,PRD0064,2025-03-07,2025-06-28,6314.76,B,28.85,Open Air,2023-A,2025-12-06 15:51:42
HRV0003141,FMR001558,PRD0068,2024-06-18,2025-06-24,514.31,B,13.41,Open Air,2023-B,2025-12-06 15:51:42
HRV0003142,FMR001558,PRD0068,2024-03-16,2025-03-25,2439.27,B,5.65,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003143,FMR001558,PRD0068,2024-09-29,2025-09-22,650.81,A,27.66,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003144,FMR001559,PRD0066,2025-03-29,2025-06-19,11474.46,A,28.58,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003145,FMR001559,PRD0066,2025-03-30,2025-07-02,9052.99,A,22.91,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003146,FMR001559,PRD0066,2025-06-13,2025-09-10,11163.91,A,6.14,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003147,FMR001560,PRD0085,2024-08-30,2025-08-27,42257.59,A,11.55,Open Air,2023-B,2025-12-06 15:51:42
HRV0003148,FMR001560,PRD0085,2024-10-14,2025-10-14,50471.02,A,16.97,Silo,2024-A,2025-12-06 15:51:42
HRV0003149,FMR001560,PRD0085,2024-10-14,2025-10-09,72996.91,B,20.18,Open Air,2023-A,2025-12-06 15:51:42
HRV0003150,FMR001561,PRD0070,2024-06-21,2025-06-27,744.12,A,29.94,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003151,FMR001561,PRD0070,2023-12-14,2024-12-25,1072.9,A,17.61,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003152,FMR001562,PRD0064,2025-08-03,2025-11-25,2066.16,A,5.21,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003153,FMR001562,PRD0064,2024-10-31,2025-02-11,1233.12,C,6.21,Open Air,2023-B,2025-12-06 15:51:42
HRV0003154,FMR001562,PRD0064,2025-01-10,2025-04-20,777.74,A,23.29,Silo,2024-A,2025-12-06 15:51:42
HRV0003155,FMR001563,PRD0100,2025-06-10,2025-09-04,1466.13,C,16.71,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003156,FMR001563,PRD0100,2025-04-02,2025-07-11,2360.98,A,9.64,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003157,FMR001563,PRD0100,2025-06-13,2025-09-22,1820.4,C,15.67,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003158,FMR001564,PRD0058,2025-07-03,2025-10-24,3050.34,A,13.81,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003159,FMR001564,PRD0058,2025-02-05,2025-06-05,1586.43,B,5.77,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003160,FMR001565,PRD0100,2025-07-20,2025-10-15,635.62,C,22.64,Silo,2024-A,2025-12-06 15:51:42
HRV0003161,FMR001566,PRD0080,2025-01-07,2025-04-06,1986.47,C,6.04,Silo,2024-A,2025-12-06 15:51:42
HRV0003162,FMR001566,PRD0080,2024-10-22,2025-01-29,3095.25,B,18.32,Open Air,2023-B,2025-12-06 15:51:42
HRV0003163,FMR001567,PRD0095,2024-12-25,2025-04-03,1028.64,C,15.77,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003164,FMR001567,PRD0095,2025-08-02,2025-10-29,286.35,A,19.95,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003165,FMR001567,PRD0095,2025-03-25,2025-07-04,694.99,B,24.74,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003166,FMR001568,PRD0060,2024-12-25,2025-02-22,2504.8,B,20.29,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003167,FMR001568,PRD0060,2025-01-04,2025-03-19,2364.06,C,18.16,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003168,FMR001569,PRD0098,2024-10-28,2025-03-11,20946.34,A,7.97,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003169,FMR001570,PRD0064,2025-07-05,2025-10-25,9590.64,A,26.02,Open Air,2023-B,2025-12-06 15:51:42
HRV0003170,FMR001571,PRD0058,2025-02-17,2025-06-17,3115.1,B,10.45,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003171,FMR001571,PRD0058,2025-07-14,2025-11-02,1556.26,A,19.94,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003172,FMR001571,PRD0058,2025-02-28,2025-06-22,4702.37,A,29.73,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003173,FMR001572,PRD0084,2025-09-05,2025-09-28,1215.41,B,24.43,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003174,FMR001572,PRD0084,2024-11-15,2024-12-27,1405.72,C,19.65,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003175,FMR001573,PRD0100,2024-11-29,2025-03-02,377.93,B,29.32,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003176,FMR001573,PRD0100,2025-01-29,2025-04-24,766.83,B,6.91,Silo,2024-A,2025-12-06 15:51:42
HRV0003177,FMR001574,PRD0090,2023-05-23,2025-05-19,8852.98,A,17.12,Open Air,2023-B,2025-12-06 15:51:42
HRV0003178,FMR001575,PRD0075,2022-06-04,2025-06-06,674.17,A,23.59,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003179,FMR001575,PRD0075,2022-10-21,2025-10-17,662.78,B,21.89,Silo,2024-A,2025-12-06 15:51:42
HRV0003180,FMR001576,PRD0079,2025-03-09,2025-05-14,1011.88,C,10.32,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003181,FMR001576,PRD0079,2025-09-06,2025-11-03,1431.35,A,5.27,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003182,FMR001576,PRD0079,2024-12-03,2025-01-31,1159.9,A,14.62,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003183,FMR001577,PRD0064,2024-12-09,2025-03-19,1326.08,A,19.72,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003184,FMR001577,PRD0064,2025-04-10,2025-08-05,1242.21,A,25.0,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003185,FMR001578,PRD0100,2025-07-20,2025-10-21,6772.8,B,8.35,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003186,FMR001579,PRD0097,2025-06-03,2025-10-15,1400.26,B,19.66,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003187,FMR001579,PRD0097,2024-12-12,2025-04-23,971.24,A,13.01,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003188,FMR001580,PRD0078,2024-10-16,2025-01-03,3271.71,B,13.81,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003189,FMR001580,PRD0078,2025-07-23,2025-10-17,2160.27,B,25.3,Silo,2023-A,2025-12-06 15:51:42
HRV0003190,FMR001581,PRD0079,2025-08-27,2025-11-04,2623.9,A,28.42,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003191,FMR001581,PRD0079,2025-09-07,2025-11-01,1369.94,A,16.12,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003192,FMR001581,PRD0079,2025-04-29,2025-07-06,3626.08,C,26.61,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003193,FMR001582,PRD0075,2022-09-04,2025-09-05,1192.33,C,9.27,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003194,FMR001582,PRD0075,2022-06-30,2025-07-09,901.39,A,24.21,Silo,2023-B,2025-12-06 15:51:42
HRV0003195,FMR001583,PRD0095,2025-03-28,2025-07-12,2608.53,B,14.25,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003196,FMR001584,PRD0089,2023-05-11,2025-05-04,762.99,A,19.41,Warehouse,2023-B,2025-12-06 15:51:42
HRV0003197,FMR001585,PRD0066,2025-03-29,2025-06-18,870.89,C,23.08,Silo,2023-B,2025-12-06 15:51:42
HRV0003198,FMR001585,PRD0066,2024-10-13,2025-01-15,1156.19,C,14.78,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003199,FMR001586,PRD0095,2025-06-07,2025-09-05,468.62,A,14.37,Silo,2023-B,2025-12-06 15:51:42
HRV0003200,FMR001587,PRD0100,2024-09-13,2024-12-24,285.61,A,28.26,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003201,FMR001588,PRD0098,2025-01-27,2025-06-04,4022.11,B,21.15,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003202,FMR001589,PRD0064,2024-11-12,2025-03-04,609.92,A,9.51,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003203,FMR001589,PRD0064,2025-01-15,2025-05-11,1249.71,A,13.72,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003204,FMR001589,PRD0064,2025-05-03,2025-08-17,1216.06,A,28.1,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003205,FMR001590,PRD0099,2025-08-06,2025-11-26,1665.78,A,16.38,Open Air,2023-A,2025-12-06 15:51:42
HRV0003206,FMR001590,PRD0099,2025-06-05,2025-09-27,3815.9,B,12.57,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003207,FMR001590,PRD0099,2025-04-15,2025-08-07,2451.43,A,13.82,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003208,FMR001591,PRD0082,2025-02-04,2025-04-20,970.58,B,6.96,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003209,FMR001591,PRD0082,2024-11-03,2025-01-24,870.61,B,22.32,Silo,2023-B,2025-12-06 15:51:42
HRV0003210,FMR001592,PRD0100,2025-01-05,2025-03-31,1612.88,A,19.45,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003211,FMR001592,PRD0100,2025-05-10,2025-08-12,1099.89,B,20.39,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003212,FMR001593,PRD0081,2025-08-09,2025-10-24,796.9,C,17.29,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003213,FMR001594,PRD0074,2025-02-28,2025-07-05,755.47,A,17.79,Silo,2023-A,2025-12-06 15:51:42
HRV0003214,FMR001594,PRD0074,2025-01-03,2025-05-15,598.07,B,15.11,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003215,FMR001595,PRD0084,2025-09-19,2025-10-29,1495.69,A,10.7,Traditional Granary,2024-A,2025-12-06 15:51:42
HRV0003216,FMR001595,PRD0084,2024-11-07,2024-12-07,2313.93,B,27.93,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003217,FMR001596,PRD0078,2025-05-14,2025-08-07,1658.51,A,23.28,Open Air,2023-B,2025-12-06 15:51:42
HRV0003218,FMR001596,PRD0078,2025-02-16,2025-05-11,1970.72,C,10.27,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003219,FMR001597,PRD0086,2023-01-05,2024-12-28,1218.49,A,12.82,Silo,2023-A,2025-12-06 15:51:42
HRV0003220,FMR001598,PRD0068,2024-10-31,2025-10-24,3456.7,A,26.57,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003221,FMR001598,PRD0068,2024-08-31,2025-08-24,3897.12,B,7.23,Silo,2023-A,2025-12-06 15:51:42
HRV0003222,FMR001599,PRD0075,2022-10-12,2025-10-08,7110.42,C,22.65,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003223,FMR001599,PRD0075,2022-05-10,2025-05-12,4071.78,C,12.19,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003224,FMR001600,PRD0097,2025-02-20,2025-06-28,531.63,A,19.55,Hermetic Bags,2023-A,2025-12-06 15:51:42
HRV0003225,FMR001601,PRD0089,2023-09-26,2025-09-23,5722.79,B,5.54,Open Air,2023-A,2025-12-06 15:51:42
HRV0003226,FMR001601,PRD0089,2023-05-09,2025-04-26,6113.92,C,14.5,Open Air,2023-A,2025-12-06 15:51:42
HRV0003227,FMR001601,PRD0089,2023-01-22,2025-01-23,6452.47,B,22.1,Open Air,2023-B,2025-12-06 15:51:42
HRV0003228,FMR001602,PRD0086,2023-06-26,2025-07-02,2683.53,B,9.21,Silo,2023-A,2025-12-06 15:51:42
HRV0003229,FMR001603,PRD0064,2024-08-24,2024-12-09,1280.75,A,5.68,Open Air,2023-A,2025-12-06 15:51:42
HRV0003230,FMR001604,PRD0070,2024-06-02,2025-05-29,1645.5,B,14.96,Traditional Granary,2023-A,2025-12-06 15:51:42
HRV0003231,FMR001605,PRD0098,2025-03-27,2025-07-23,667.01,B,16.99,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003232,FMR001605,PRD0098,2025-03-25,2025-07-17,1316.16,C,18.73,Hermetic Bags,2024-A,2025-12-06 15:51:42
HRV0003233,FMR001605,PRD0098,2025-03-04,2025-07-13,1071.55,B,17.85,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003234,FMR001606,PRD0074,2025-07-22,2025-11-26,772.88,C,21.86,Warehouse,2024-A,2025-12-06 15:51:42
HRV0003235,FMR001606,PRD0074,2024-11-24,2025-03-27,891.2,B,9.8,Silo,2023-B,2025-12-06 15:51:42
HRV0003236,FMR001607,PRD0083,2024-10-18,2025-01-07,1439.28,C,10.76,Silo,2023-A,2025-12-06 15:51:42
HRV0003237,FMR001607,PRD0083,2025-03-23,2025-06-02,1459.92,B,7.92,Open Air,2023-A,2025-12-06 15:51:42
HRV0003238,FMR001607,PRD0083,2025-01-24,2025-04-03,1537.87,A,12.16,Hermetic Bags,2023-B,2025-12-06 15:51:42
HRV0003239,FMR001608,PRD0091,2024-10-18,2025-01-27,1082.92,A,18.15,Traditional Granary,2023-B,2025-12-06 15:51:42
HRV0003240,FMR001609,PRD0100,2024-11-13,2025-02-19,37513.19,A,5.91,Silo,2023-A,2025-12-06 15:51:42
HRV0003241,FMR001610,PRD0088,2024-05-29,2025-02-25,1205.48,B,26.01,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003242,FMR001611,PRD0099,2024-11-09,2025-03-03,973.9,B,9.4,Warehouse,2023-A,2025-12-06 15:51:42
HRV0003243,FMR001611,PRD0099,2025-06-15,2025-09-24,1101.03,A,18.5,Open Air,2023-A,2025-12-06 15:51:42
HRV0003244,FMR001611,PRD0099,2024-10-25,2025-02-20,537.2,A,25.07,Hermetic Bags,2023-A,2025-12-06 15:51:42
